transaction_date,product_id,product_category,product_type,product_detail,store_id,store_location,total_qty_sold,avg_unit_price,total_sales_value,cost_of_sales,gross_profit,gross_profit_pct
2023-03-04,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-04,25,Coffee,Organic brewed coffee,Brazilian Sm,3,Astoria,7,2.2,15.4,9.24,6.16,40
2023-03-04,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,2,3.5,7,4.2,2.8,40
2023-03-04,74,Bakery,Biscotti,Ginger Biscotti,5,Lower Manhattan,3,3.5,10.5,6.3,4.2,40
2023-03-05,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,5,Lower Manhattan,9,3.75,33.75,20.25,13.5,40
2023-03-05,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,5,Lower Manhattan,4,3.1,12.4,7.44,4.96,40
2023-03-05,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,8,Hell's Kitchen,8,2.5,20,12,8,40
2023-03-05,49,Tea,Brewed Black tea,English Breakfast Lg,8,Hell's Kitchen,9,3,27,16.2,10.8,40
2023-03-05,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,10,2.5,25,15,10,40
2023-03-05,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,10,3,30,18,12,40
2023-03-05,72,Bakery,Scone,Ginger Scone,8,Hell's Kitchen,2,3.25,6.5,3.9,2.6,40
2023-03-05,74,Bakery,Biscotti,Ginger Biscotti,8,Hell's Kitchen,2,3.5,7,4.2,2.8,40
2023-03-05,71,Bakery,Pastry,Chocolate Croissant,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-03-05,46,Tea,Brewed Green tea,Serenity Green Tea Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-03-05,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,8,2.5,20,12,8,40
2023-03-05,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,3,Astoria,4,4,16,9.6,6.4,40
2023-03-06,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,10,4.25,42.5,25.5,17,40
2023-03-06,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Hell's Kitchen,12,3,36,21.6,14.4,40
2023-03-06,37,Coffee,Barista Espresso,Espresso shot,5,Lower Manhattan,4,3,12,7.2,4.8,40
2023-03-06,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Hell's Kitchen,6,2,12,7.2,4.8,40
2023-03-06,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,8,Hell's Kitchen,9,2,18,10.8,7.2,40
2023-03-06,72,Bakery,Scone,Ginger Scone,3,Astoria,4,3.25,13,7.8,5.2,40
2023-03-06,40,Coffee,Barista Espresso,Cappuccino,3,Astoria,6,3.75,22.5,13.5,9,40
2023-03-06,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,2,3.75,7.5,4.5,3,40
2023-03-06,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-03-06,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,5,Lower Manhattan,3,3.75,11.25,6.75,4.5,40
2023-03-06,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3,Astoria,2,3.1,6.2,3.72,2.48,40
2023-03-06,78,Bakery,Scone,Scottish Cream Scone ,3,Astoria,1,4.5,4.5,2.7,1.8,40
2023-03-07,45,Tea,Brewed herbal tea,Peppermint Lg,5,Lower Manhattan,8,3,24,14.4,9.6,40
2023-03-07,71,Bakery,Pastry,Chocolate Croissant,5,Lower Manhattan,3,3.75,11.25,6.75,4.5,40
2023-03-07,70,Bakery,Scone,Cranberry Scone,5,Lower Manhattan,4,3.25,13,7.8,5.2,40
2023-03-07,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,5,Lower Manhattan,3,2.45,7.35,4.41,2.94,40
2023-03-07,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3,Astoria,6,3.1,18.6,11.16,7.44,40
2023-03-07,70,Bakery,Scone,Cranberry Scone,3,Astoria,3,3.25,9.75,5.85,3.9,40
2023-03-07,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,4,3.1,12.4,7.44,4.96,40
2023-03-07,42,Tea,Brewed herbal tea,Lemon Grass Rg,3,Astoria,6,2.5,15,9,6,40
2023-03-07,64,Flavours,Regular syrup,Hazelnut syrup,8,Hell's Kitchen,1,0.8,0.8,0.48,0.32,40
2023-03-07,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,8,Hell's Kitchen,2,3.75,7.5,4.5,3,40
2023-03-08,71,Bakery,Pastry,Chocolate Croissant,5,Lower Manhattan,7,3.75,26.25,15.75,10.5,40
2023-03-08,6,Coffee beans,Gourmet Beans,Ethiopia,8,Hell's Kitchen,1,21,21,12.6,8.4,40
2023-03-08,74,Bakery,Biscotti,Ginger Biscotti,8,Hell's Kitchen,7,3.5,24.5,14.7,9.8,40
2023-03-08,25,Coffee,Organic brewed coffee,Brazilian Sm,3,Astoria,5,2.2,11,6.6,4.4,40
2023-03-08,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,5,Lower Manhattan,4,2,8,4.8,3.2,40
2023-03-08,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3,Astoria,4,3.1,12.4,7.44,4.96,40
2023-03-08,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,4,2.55,10.2,6.12,4.08,40
2023-03-08,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,2,2.55,5.1,3.06,2.04,40
2023-03-08,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,3,Astoria,3,2.2,6.6,3.96,2.64,40
2023-03-08,17,Loose Tea,Chai tea,Morning Sunrise Chai,3,Astoria,1,9.5,9.5,5.7,3.8,40
2023-03-08,83,Branded,Housewares,I Need My Bean! Latte cup,3,Astoria,1,14,14,8.4,5.6,40
2023-03-09,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,3,Astoria,10,4.5,45,27,18,40
2023-03-09,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3,Astoria,7,3.1,21.7,13.02,8.68,40
2023-03-09,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,Lower Manhattan,9,2.5,22.5,13.5,9,40
2023-03-09,74,Bakery,Biscotti,Ginger Biscotti,3,Astoria,1,3.5,3.5,2.1,1.4,40
2023-03-09,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,5,Lower Manhattan,7,3,21,12.6,8.4,40
2023-03-09,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,10,3.75,37.5,22.5,15,40
2023-03-09,4,Coffee beans,Espresso Beans,Primo Espresso Roast,5,Lower Manhattan,1,20.45,20.45,12.27,8.18,40
2023-03-09,63,Flavours,Regular syrup,Carmel syrup,5,Lower Manhattan,2,0.8,1.6,0.96,0.64,40
2023-03-09,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,5,Lower Manhattan,1,10,10,6,4,40
2023-03-09,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,Astoria,2,3,6,3.6,2.4,40
2023-03-10,44,Tea,Brewed herbal tea,Peppermint Rg,5,Lower Manhattan,7,2.5,17.5,10.5,7,40
2023-03-10,40,Coffee,Barista Espresso,Cappuccino,8,Hell's Kitchen,3,3.75,11.25,6.75,4.5,40
2023-03-10,77,Bakery,Scone,Oatmeal Scone,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-10,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3,Astoria,9,3.1,27.9,16.74,11.16,40
2023-03-10,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,3,Astoria,10,4,40,24,16,40
2023-03-10,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,7,3,21,12.6,8.4,40
2023-03-10,38,Coffee,Barista Espresso,Latte,8,Hell's Kitchen,1,3.75,3.75,2.25,1.5,40
2023-03-10,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,8,Hell's Kitchen,6,0.8,4.8,2.88,1.92,40
2023-03-11,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,6,3,18,10.8,7.2,40
2023-03-11,63,Flavours,Regular syrup,Carmel syrup,5,Lower Manhattan,8,0.8,6.4,3.84,2.56,40
2023-03-11,42,Tea,Brewed herbal tea,Lemon Grass Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-03-11,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,5,Lower Manhattan,1,10,10,6,4,40
2023-03-11,87,Coffee,Barista Espresso,Ouro Brasileiro shot,8,Hell's Kitchen,3,3,9,5.4,3.6,40
2023-03-11,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3,Astoria,10,3.75,37.5,22.5,15,40
2023-03-11,45,Tea,Brewed herbal tea,Peppermint Lg,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-03-11,38,Coffee,Barista Espresso,Latte,3,Astoria,2,3.75,7.5,4.5,3,40
2023-03-11,49,Tea,Brewed Black tea,English Breakfast Lg,5,Lower Manhattan,8,3,24,14.4,9.6,40
2023-03-11,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,4,3.25,13,7.8,5.2,40
2023-03-11,14,Loose Tea,Black tea,Earl Grey,5,Lower Manhattan,1,8.95,8.95,5.37,3.58,40
2023-03-11,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-03-11,49,Tea,Brewed Black tea,English Breakfast Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-11,69,Bakery,Biscotti,Hazelnut Biscotti,3,Astoria,5,3.25,16.25,9.75,6.5,40
2023-03-11,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,6,3.75,22.5,13.5,9,40
2023-03-11,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,2,2.55,5.1,3.06,2.04,40
2023-03-11,82,Branded,Housewares,I Need My Bean! Diner mug,3,Astoria,1,12,12,7.2,4.8,40
2023-03-11,75,Bakery,Pastry,Croissant,5,Lower Manhattan,1,3.5,3.5,2.1,1.4,40
2023-03-12,79,Bakery,Scone,Jumbo Savory Scone,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-03-12,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-03-12,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,12,2.2,26.4,15.84,10.56,40
2023-03-12,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,6,2.55,15.3,9.18,6.12,40
2023-03-12,6,Coffee beans,Gourmet Beans,Ethiopia,8,Hell's Kitchen,1,21,21,12.6,8.4,40
2023-03-12,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-03-12,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,3,Astoria,4,4.5,18,10.8,7.2,40
2023-03-12,74,Bakery,Biscotti,Ginger Biscotti,3,Astoria,1,3.5,3.5,2.1,1.4,40
2023-03-13,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,Lower Manhattan,4,2.5,10,6,4,40
2023-03-13,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,3,2.45,7.35,4.41,2.94,40
2023-03-13,40,Coffee,Barista Espresso,Cappuccino,8,Hell's Kitchen,10,3.75,37.5,22.5,15,40
2023-03-13,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Hell's Kitchen,9,3,27,16.2,10.8,40
2023-03-13,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,Astoria,4,2.5,10,6,4,40
2023-03-13,69,Bakery,Biscotti,Hazelnut Biscotti,3,Astoria,6,3.25,19.5,11.7,7.8,40
2023-03-13,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,8,Hell's Kitchen,9,2.5,22.5,13.5,9,40
2023-03-13,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,14,4.25,59.5,35.7,23.8,40
2023-03-13,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,5,Lower Manhattan,7,0.8,5.6,3.36,2.24,40
2023-03-13,84,Flavours,Regular syrup,Chocolate syrup,3,Astoria,8,0.8,6.4,3.84,2.56,40
2023-03-13,8,Coffee beans,Premium Beans,Civet Cat,8,Hell's Kitchen,1,45,45,27,18,40
2023-03-14,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-03-14,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,5,Lower Manhattan,8,2.45,19.6,11.76,7.84,40
2023-03-14,26,Coffee,Organic brewed coffee,Brazilian Rg,3,Astoria,10,3,30,18,12,40
2023-03-14,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-03-14,26,Coffee,Organic brewed coffee,Brazilian Rg,8,Hell's Kitchen,8,3,24,14.4,9.6,40
2023-03-14,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,11,3.75,41.25,24.75,16.5,40
2023-03-14,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,3,Astoria,7,2.5,17.5,10.5,7,40
2023-03-14,82,Branded,Housewares,I Need My Bean! Diner mug,5,Lower Manhattan,3,12,36,21.6,14.4,40
2023-03-14,38,Coffee,Barista Espresso,Latte,5,Lower Manhattan,6,3.75,22.5,13.5,9,40
2023-03-14,73,Bakery,Pastry,Almond Croissant,3,Astoria,1,3.75,3.75,2.25,1.5,40
2023-03-14,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,3,2.55,7.65,4.59,3.06,40
2023-03-14,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,3,2.45,7.35,4.41,2.94,40
2023-03-14,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,5,Lower Manhattan,3,2,6,3.6,2.4,40
2023-03-14,39,Coffee,Barista Espresso,Latte Rg,3,Astoria,1,4.25,4.25,2.55,1.7,40
2023-03-15,27,Coffee,Organic brewed coffee,Brazilian Lg,5,Lower Manhattan,10,3.5,35,21,14,40
2023-03-15,74,Bakery,Biscotti,Ginger Biscotti,8,Hell's Kitchen,5,3.5,17.5,10.5,7,40
2023-03-15,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,8,Hell's Kitchen,11,3.75,41.25,24.75,16.5,40
2023-03-15,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3,Astoria,14,3.75,52.5,31.5,21,40
2023-03-15,75,Bakery,Pastry,Croissant,5,Lower Manhattan,3,3.5,10.5,6.3,4.2,40
2023-03-15,78,Bakery,Scone,Scottish Cream Scone ,8,Hell's Kitchen,3,4.5,13.5,8.1,5.4,40
2023-03-15,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,7,3,21,12.6,8.4,40
2023-03-15,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,5,2.5,12.5,7.5,5,40
2023-03-15,72,Bakery,Scone,Ginger Scone,3,Astoria,4,3.25,13,7.8,5.2,40
2023-03-15,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,3,Astoria,3,2.2,6.6,3.96,2.64,40
2023-03-16,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-03-16,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,2,3.5,7,4.2,2.8,40
2023-03-16,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Hell's Kitchen,14,3,42,25.2,16.8,40
2023-03-16,44,Tea,Brewed herbal tea,Peppermint Rg,5,Lower Manhattan,12,2.5,30,18,12,40
2023-03-16,79,Bakery,Scone,Jumbo Savory Scone,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-03-16,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,5,Lower Manhattan,18,4,72,43.2,28.8,40
2023-03-16,63,Flavours,Regular syrup,Carmel syrup,3,Astoria,3,0.8,2.4,1.44,0.96,40
2023-03-16,2,Coffee beans,House blend Beans,Our Old Time Diner Blend,3,Astoria,1,18,18,10.8,7.2,40
2023-03-17,71,Bakery,Pastry,Chocolate Croissant,3,Astoria,3,3.75,11.25,6.75,4.5,40
2023-03-17,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,6,2,12,7.2,4.8,40
2023-03-17,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,10,2.55,25.5,15.3,10.2,40
2023-03-17,63,Flavours,Regular syrup,Carmel syrup,8,Hell's Kitchen,7,0.8,5.6,3.36,2.24,40
2023-03-17,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,3,Astoria,6,4,24,14.4,9.6,40
2023-03-17,76,Bakery,Biscotti,Chocolate Chip Biscotti,3,Astoria,7,3.5,24.5,14.7,9.8,40
2023-03-17,3,Coffee beans,Espresso Beans,Espresso Roast,3,Astoria,2,14.75,29.5,17.7,11.8,40
2023-03-17,27,Coffee,Organic brewed coffee,Brazilian Lg,3,Astoria,5,3.5,17.5,10.5,7,40
2023-03-17,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3,Astoria,6,3.75,22.5,13.5,9,40
2023-03-17,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,3,3,9,5.4,3.6,40
2023-03-18,70,Bakery,Scone,Cranberry Scone,5,Lower Manhattan,3,3.25,9.75,5.85,3.9,40
2023-03-18,37,Coffee,Barista Espresso,Espresso shot,5,Lower Manhattan,5,3,15,9,6,40
2023-03-18,14,Loose Tea,Black tea,Earl Grey,5,Lower Manhattan,1,8.95,8.95,5.37,3.58,40
2023-03-18,84,Flavours,Regular syrup,Chocolate syrup,8,Hell's Kitchen,10,0.8,8,4.8,3.2,40
2023-03-18,21,Packaged Chocolate,Drinking Chocolate,Chili Mayan,5,Lower Manhattan,1,13.33,13.33,8,5.33,40
2023-03-18,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,5,Lower Manhattan,7,2.2,15.4,9.24,6.16,40
2023-03-18,48,Tea,Brewed Black tea,English Breakfast Rg,8,Hell's Kitchen,4,2.5,10,6,4,40
2023-03-18,77,Bakery,Scone,Oatmeal Scone,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-03-18,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,4,3,12,7.2,4.8,40
2023-03-18,73,Bakery,Pastry,Almond Croissant,3,Astoria,4,3.75,15,9,6,40
2023-03-18,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-03-19,26,Coffee,Organic brewed coffee,Brazilian Rg,5,Lower Manhattan,4,3,12,7.2,4.8,40
2023-03-19,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,12,2.55,30.6,18.36,12.24,40
2023-03-19,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Hell's Kitchen,8,2.5,20,12,8,40
2023-03-19,25,Coffee,Organic brewed coffee,Brazilian Sm,5,Lower Manhattan,4,2.2,8.8,5.28,3.52,40
2023-03-19,42,Tea,Brewed herbal tea,Lemon Grass Rg,3,Astoria,10,2.5,25,15,10,40
2023-03-19,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,Astoria,14,2.5,35,21,14,40
2023-03-19,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-03-19,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,7,3,21,12.6,8.4,40
2023-03-19,49,Tea,Brewed Black tea,English Breakfast Lg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-19,78,Bakery,Scone,Scottish Cream Scone ,3,Astoria,2,4.5,9,5.4,3.6,40
2023-03-19,76,Bakery,Biscotti,Chocolate Chip Biscotti,3,Astoria,6,3.5,21,12.6,8.4,40
2023-03-19,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3,Astoria,5,3.5,17.5,10.5,7,40
2023-03-19,63,Flavours,Regular syrup,Carmel syrup,5,Lower Manhattan,9,0.8,7.2,4.32,2.88,40
2023-03-19,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,3,Astoria,1,7.6,7.6,4.56,3.04,40
2023-03-19,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,3,4.25,12.75,7.65,5.1,40
2023-03-20,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,5,Lower Manhattan,9,0.8,7.2,4.32,2.88,40
2023-03-20,12,Loose Tea,Herbal tea,Peppermint,3,Astoria,4,8.95,35.8,21.48,14.32,40
2023-03-20,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,2,2,4,2.4,1.6,40
2023-03-20,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,3,Astoria,1,7.6,7.6,4.56,3.04,40
2023-03-20,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Hell's Kitchen,8,2,16,9.6,6.4,40
2023-03-20,38,Coffee,Barista Espresso,Latte,8,Hell's Kitchen,5,3.75,18.75,11.25,7.5,40
2023-03-20,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,5,2.5,12.5,7.5,5,40
2023-03-20,84,Flavours,Regular syrup,Chocolate syrup,8,Hell's Kitchen,20,0.8,16,9.6,6.4,40
2023-03-20,49,Tea,Brewed Black tea,English Breakfast Lg,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-03-20,27,Coffee,Organic brewed coffee,Brazilian Lg,5,Lower Manhattan,2,3.5,7,4.2,2.8,40
2023-03-20,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,8,Hell's Kitchen,1,7.6,7.6,4.56,3.04,40
2023-03-20,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,Astoria,2,3,6,3.6,2.4,40
2023-03-21,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-21,25,Coffee,Organic brewed coffee,Brazilian Sm,3,Astoria,4,2.2,8.8,5.28,3.52,40
2023-03-21,37,Coffee,Barista Espresso,Espresso shot,5,Lower Manhattan,6,3,18,10.8,7.2,40
2023-03-21,84,Flavours,Regular syrup,Chocolate syrup,8,Hell's Kitchen,9,0.8,7.2,4.32,2.88,40
2023-03-21,75,Bakery,Pastry,Croissant,5,Lower Manhattan,3,3.5,10.5,6.3,4.2,40
2023-03-21,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-03-21,27,Coffee,Organic brewed coffee,Brazilian Lg,3,Astoria,3,3.5,10.5,6.3,4.2,40
2023-03-21,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,8,2.5,20,12,8,40
2023-03-21,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,10,3,30,18,12,40
2023-03-21,49,Tea,Brewed Black tea,English Breakfast Lg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-21,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Hell's Kitchen,4,2.5,10,6,4,40
2023-03-22,18,Loose Tea,Chai tea,Spicy Eye Opener Chai,5,Lower Manhattan,1,10.95,10.95,6.57,4.38,40
2023-03-22,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,Astoria,14,2.5,35,21,14,40
2023-03-22,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,6,3,18,10.8,7.2,40
2023-03-22,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,5,Lower Manhattan,6,3.75,22.5,13.5,9,40
2023-03-22,39,Coffee,Barista Espresso,Latte Rg,3,Astoria,12,4.25,51,30.6,20.4,40
2023-03-22,74,Bakery,Biscotti,Ginger Biscotti,8,Hell's Kitchen,3,3.5,10.5,6.3,4.2,40
2023-03-22,74,Bakery,Biscotti,Ginger Biscotti,3,Astoria,4,3.5,14,8.4,5.6,40
2023-03-22,87,Coffee,Barista Espresso,Ouro Brasileiro shot,8,Hell's Kitchen,11,2.5,28.5,17.1,11.4,40
2023-03-22,26,Coffee,Organic brewed coffee,Brazilian Rg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-22,47,Tea,Brewed Green tea,Serenity Green Tea Lg,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-03-22,75,Bakery,Pastry,Croissant,3,Astoria,3,3.5,10.5,6.3,4.2,40
2023-03-22,42,Tea,Brewed herbal tea,Lemon Grass Rg,3,Astoria,6,2.5,15,9,6,40
2023-03-22,51,Tea,Brewed Black tea,Earl Grey Lg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-03-23,37,Coffee,Barista Espresso,Espresso shot,5,Lower Manhattan,14,3,42,25.2,16.8,40
2023-03-23,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,11,3.75,41.25,24.75,16.5,40
2023-03-23,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,8,Hell's Kitchen,5,3.1,15.5,9.3,6.2,40
2023-03-23,45,Tea,Brewed herbal tea,Peppermint Lg,8,Hell's Kitchen,8,3,24,14.4,9.6,40
2023-03-23,87,Coffee,Barista Espresso,Ouro Brasileiro shot,5,Lower Manhattan,10,2.28,23.7,14.22,9.48,40
2023-03-23,64,Flavours,Regular syrup,Hazelnut syrup,5,Lower Manhattan,8,0.8,6.4,3.84,2.56,40
2023-03-23,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,8,3,24,14.4,9.6,40
2023-03-23,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,5,3,15,9,6,40
2023-03-23,51,Tea,Brewed Black tea,Earl Grey Lg,5,Lower Manhattan,5,3,15,9,6,40
2023-03-24,40,Coffee,Barista Espresso,Cappuccino,5,Lower Manhattan,11,3.75,41.25,24.75,16.5,40
2023-03-24,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-03-24,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-03-24,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,8,3,24,14.4,9.6,40
2023-03-24,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,8,2,16,9.6,6.4,40
2023-03-24,39,Coffee,Barista Espresso,Latte Rg,3,Astoria,21,4.25,89.25,53.55,35.7,40
2023-03-24,6,Coffee beans,Gourmet Beans,Ethiopia,5,Lower Manhattan,1,21,21,12.6,8.4,40
2023-03-24,41,Coffee,Barista Espresso,Cappuccino Lg,3,Astoria,8,4.25,34,20.4,13.6,40
2023-03-24,65,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,5,Lower Manhattan,5,0.8,4,2.4,1.6,40
